date,frp_total,hotspots,ti4_max
2021-08-25,0,0,
2021-08-26,4.03,1,317.59
2021-08-27,11.66,1,342.73
2021-08-28,3.2,2,322.09
2021-08-29,0,0,
2021-08-30,3.26,2,308.88
2021-08-31,0,0,
2021-09-01,0,0,
2021-09-02,0,0,
2021-09-03,6.84,1,331.39
2021-09-04,3.72,1,314.24
2021-09-05,0,0,
2021-09-06,0,0,
2021-09-07,0,0,
2021-09-08,0,0,
2021-09-09,10.46,1,338.72
2021-09-10,14.44,3,333.85
2021-09-11,0,0,
2021-09-12,0,0,
2021-09-13,0,0,
2021-09-14,0,0,
2021-09-15,0,0,
2021-09-16,0,0,
2021-09-17,0,0,
2021-09-18,0,0,
2021-09-19,0,0,
2021-09-20,5.42,1,336.56
2021-09-21,0,0,
2021-09-22,0,0,
2021-09-23,0,0,
2021-09-24,0,0,
2021-09-25,13.54,2,334.81
2021-09-26,4.02,1,327.44
2021-09-27,24.46,2,330.25
2021-09-28,0,0,
2021-09-29,13.15,3,331.93
2021-09-30,9.43,1,339.16
2021-10-01,0,0,
2021-10-02,10.83,1,336.39
2021-10-03,16.08,2,342.47
2021-10-04,0,0,
2021-10-05,22.1,2,338.32
2021-10-06,2.44,1,307.03
2021-10-07,0,0,
2021-10-08,13.18,6,313.77
2021-10-09,15.01,1,335.37
2021-10-10,0,0,
2021-10-11,11.21,3,336.48
2021-10-12,20.46,2,333.79
2021-10-13,7.26,3,313.94
2021-10-14,10.2,3,333.56
2021-10-15,2.97,1,310.31
2021-10-16,15.64,4,336.84
2021-10-17,8.09,3,326.96
2021-10-18,0,0,
2021-10-19,0,0,
2021-10-20,0,0,
2021-10-21,0,0,
2021-10-22,4.02,2,309.21
2021-10-23,0,0,
2021-10-24,0,0,
2021-10-25,12.9,2,335.73
2021-10-26,23.43,3,332.08
2021-10-27,6.06,3,312.44
2021-10-28,0,0,
2021-10-29,0,0,
2021-10-30,11.7,2,334.52
2021-10-31,0,0,
2021-11-01,0,0,
2021-11-02,0,0,
2021-11-03,0,0,
2021-11-04,0,0,
2021-11-05,0,0,
2021-11-06,0,0,
2021-11-07,0,0,
2021-11-08,0,0,
2021-11-09,0,0,
2021-11-10,0,0,
2021-11-11,0,0,
2021-11-12,0,0,
2021-11-13,0,0,
2021-11-14,0,0,
2021-11-15,0,0,
2021-11-16,0,0,
2021-11-17,0,0,
2021-11-18,0,0,
2021-11-19,0,0,
2021-11-20,0,0,
2021-11-21,0,0,
2021-11-22,0,0,
2021-11-23,0,0,
2021-11-24,0,0,
2021-11-25,0,0,
2021-11-26,0,0,
2021-11-27,0,0,
2021-11-28,0,0,
2021-11-29,0,0,
2021-11-30,0,0,
2021-12-01,0,0,
2021-12-02,0,0,
2021-12-03,0,0,
2021-12-04,0,0,
2021-12-05,0,0,
2021-12-06,0,0,
2021-12-07,0,0,
2021-12-08,0,0,
2021-12-09,0,0,
2021-12-10,0,0,
2021-12-11,0,0,
2021-12-12,0,0,
2021-12-13,0,0,
2021-12-14,0,0,
2021-12-15,0,0,
2021-12-16,0,0,
2021-12-17,0,0,
2021-12-18,0,0,
2021-12-19,0,0,
2021-12-20,0,0,
2021-12-21,0,0,
2021-12-22,0,0,
2021-12-23,0,0,
2021-12-24,0,0,
2021-12-25,0,0,
2021-12-26,0,0,
2021-12-27,0,0,
2021-12-28,0,0,
2021-12-29,0,0,
2021-12-30,0,0,
2021-12-31,0,0,
2022-01-01,0,0,
2022-01-02,0,0,
2022-01-03,0,0,
2022-01-04,0,0,
2022-01-05,0,0,
2022-01-06,0,0,
2022-01-07,0,0,
2022-01-08,0,0,
2022-01-09,0,0,
2022-01-10,0,0,
2022-01-11,0,0,
2022-01-12,0,0,
2022-01-13,0,0,
2022-01-14,0,0,
2022-01-15,0,0,
2022-01-16,0,0,
2022-01-17,0,0,
2022-01-18,0,0,
2022-01-19,0,0,
2022-01-20,0,0,
2022-01-21,0,0,
2022-01-22,0,0,
2022-01-23,0,0,
2022-01-24,0,0,
2022-01-25,0,0,
2022-01-26,0,0,
2022-01-27,0,0,
2022-01-28,0,0,
2022-01-29,0,0,
2022-01-30,0,0,
2022-01-31,0,0,
2022-02-01,0,0,
2022-02-02,0,0,
2022-02-03,117.03,7,356.36
2022-02-04,13.64,1,340.48
2022-02-05,0,0,
2022-02-06,0,0,
2022-02-07,0,0,
2022-02-08,0,0,
2022-02-09,0,0,
2022-02-10,0,0,
2022-02-11,0,0,
2022-02-12,0,0,
2022-02-13,0,0,
2022-02-14,0,0,
2022-02-15,0,0,
2022-02-16,0,0,
2022-02-17,0,0,
2022-02-18,0,0,
2022-02-19,0,0,
2022-02-20,0,0,
2022-02-21,0,0,
2022-02-22,0,0,
2022-02-23,0,0,
2022-02-24,0,0,
2022-02-25,0,0,
2022-02-26,0,0,
2022-02-27,0,0,
2022-02-28,0,0,
2022-03-01,0,0,
2022-03-02,0,0,
2022-03-03,0,0,
2022-03-04,0,0,
2022-03-05,0,0,
2022-03-06,0,0,
2022-03-07,0,0,
2022-03-08,0,0,
2022-03-09,0,0,
2022-03-10,0,0,
2022-03-11,0,0,
2022-03-12,0,0,
2022-03-13,0,0,
2022-03-14,0,0,
2022-03-15,0,0,
2022-03-16,0,0,
2022-03-17,0,0,
2022-03-18,0,0,
2022-03-19,0,0,
2022-03-20,0,0,
2022-03-21,0,0,
2022-03-22,0,0,
2022-03-23,0,0,
2022-03-24,23.28,3,339.52
2022-03-25,0,0,
2022-03-26,0,0,
2022-03-27,0,0,
2022-03-28,0,0,
2022-03-29,0,0,
2022-03-30,0,0,
2022-03-31,0,0,
2022-04-01,0,0,
2022-04-02,0,0,
2022-04-03,0,0,
2022-04-04,0,0,
2022-04-05,0,0,
2022-04-06,0,0,
2022-04-07,0,0,
2022-04-08,0,0,
2022-04-09,0,0,
2022-04-10,0,0,
2022-04-11,0,0,
2022-04-12,0,0,
2022-04-13,0,0,
2022-04-14,0,0,
2022-04-15,0,0,
2022-04-16,0,0,
2022-04-17,0,0,
2022-04-18,14.39,1,339.82
2022-04-19,8.71,1,328.04
2022-04-20,0,0,
2022-04-21,0,0,
2022-04-22,0,0,
2022-04-23,55.89,22,349.1
2022-04-24,0,0,
2022-04-25,58.47,5,350.4
2022-04-26,11.7,3,336.38
2022-04-27,21.27,4,334.09
2022-04-28,0,0,
2022-04-29,16.26,2,352.97
2022-04-30,125.45,20,354.39
2022-05-01,38.41,6,336.02
2022-05-02,35.78,4,354.52
2022-05-03,0,0,
2022-05-04,34.74,10,327.61
2022-05-05,0,0,
2022-05-06,0,0,
2022-05-07,17.32,2,352.01
2022-05-08,10.96,4,329.45
2022-05-09,53.98,10,342.25
2022-05-10,32.35,5,344.92
2022-05-11,39.93,7,338.61
2022-05-12,0,0,
2022-05-13,86.93,15,352.01
2022-05-14,99.06,16,342.11
2022-05-15,52.8,8,347.33
2022-05-16,40.61,4,339.19
2022-05-17,23.35,2,339.25
2022-05-18,9.46,4,327.16
2022-05-19,68.86,11,346.44
2022-05-20,0,0,
2022-05-21,0,0,
2022-05-22,4.37,1,305.17
2022-05-23,9.17,1,334.84
2022-05-24,0,0,
2022-05-25,0,0,
2022-05-26,0,0,
2022-05-27,18.69,4,332.19
2022-05-28,8.03,1,331.97
2022-05-29,0,0,
2022-05-30,0,0,
2022-05-31,0,0,
2022-06-01,0,0,
2022-06-02,20.74,2,335.8
2022-06-03,30.41,6,335.13
2022-06-04,14.04,3,332.61
2022-06-05,38.1,8,346.45
2022-06-06,24.05,2,337.21
2022-06-07,0,0,
2022-06-08,6.17,2,323.17
2022-06-09,0,0,
2022-06-10,15.36,2,342.39
2022-06-11,0,0,
2022-06-12,5.45,1,338.01
2022-06-13,0,0,
2022-06-14,0,0,
2022-06-15,13.04,4,327.91
2022-06-16,32.66,2,338.62
2022-06-17,0,0,
2022-06-18,20.28,4,367
2022-06-19,36.24,3,348.49
2022-06-20,0,0,
2022-06-21,13.37,2,338.97
2022-06-22,37.36,4,345.01
2022-06-23,0,0,
2022-06-24,0,0,
2022-06-25,0,0,
2022-06-26,6.07,1,332.26
2022-06-27,0,0,
2022-06-28,0,0,
2022-06-29,41.43,2,367
2022-06-30,101.45,9,367
2022-07-01,29.1,3,343.2
2022-07-02,0,0,
2022-07-03,9.52,1,339.68
2022-07-04,28.58,3,342.83
2022-07-05,28.99,5,367
2022-07-06,0,0,
2022-07-07,18.96,2,344.42
2022-07-08,46.25,5,340.56
2022-07-09,67.72,8,343.15
2022-07-10,162.58,12,367
2022-07-11,61.26,8,367
2022-07-12,38.61,5,367
2022-07-13,2.14,1,300.53
2022-07-14,2.04,1,300.3
2022-07-15,27.34,5,341.35
2022-07-16,0,0,
2022-07-17,0,0,
2022-07-18,80.49,5,355.43
2022-07-19,57.77,7,367
2022-07-20,15.82,1,367
2022-07-21,40.04,5,367
2022-07-22,16.43,4,334.2
2022-07-23,64.11,15,356.08
2022-07-24,12.88,2,356.4
2022-07-25,19.98,6,340.22
2022-07-26,0,0,
2022-07-27,25.95,3,339.33
2022-07-28,0,0,
2022-07-29,0,0,
2022-07-30,9.67,1,328.32
2022-07-31,34.53,4,339.09
2022-08-01,19.94,2,344.82
2022-08-02,44.11,2,345.12
2022-08-03,55.75,4,336.56
2022-08-04,21.21,2,356.46
2022-08-05,0,0,
2022-08-06,27.09,4,367
2022-08-07,0,0,
2022-08-08,24.29,2,349.63
2022-08-09,13.05,1,352.2
2022-08-10,42.02,5,343.52
2022-08-11,21.28,3,342.28
2022-08-12,26.91,4,341.97
2022-08-13,34.91,4,341.75
2022-08-14,8.8,3,317.44
2022-08-15,10.03,1,341.58
2022-08-16,22.98,2,335.03
2022-08-17,29.85,3,344.19
2022-08-18,39.15,2,352.39
2022-08-19,32.94,3,345.06
2022-08-20,20.28,1,347.3
2022-08-21,11.56,6,347.32
2022-08-22,0,0,
2022-08-23,41.26,8,344.87
2022-08-24,7.57,1,344.35
2022-08-25,53.93,7,348.75
2022-08-26,7.35,1,335
2022-08-27,0,0,
2022-08-28,0,0,
2022-08-29,20.74,5,334.02
2022-08-30,11.44,2,338
2022-08-31,73.2,9,346.27
2022-09-01,23.97,3,339.1
2022-09-02,26.93,3,339.48
2022-09-03,0,0,
2022-09-04,0,0,
2022-09-05,2.46,1,331.84
2022-09-06,11.5,3,323.08
2022-09-07,0,0,
2022-09-08,15.28,4,331.89
2022-09-09,0,0,
2022-09-10,7.41,1,341.51
2022-09-11,18.22,2,342.74
2022-09-12,0,0,
2022-09-13,29.12,4,347.81
2022-09-14,0,0,
2022-09-15,36.88,5,349.94
2022-09-16,7.78,2,330.91
2022-09-17,35.28,3,348.2
2022-09-18,26.26,3,342.66
2022-09-19,0,0,
2022-09-20,11.92,1,345.26
2022-09-21,49.53,7,347.16
2022-09-22,4.61,2,319.44
2022-09-23,3.13,1,318.97
2022-09-24,40.87,3,345.28
2022-09-25,65.68,6,347.94
2022-09-26,29.42,3,345.49
2022-09-27,11.37,3,339.07
2022-09-28,31.7,2,335.89
2022-09-29,51.08,6,339
2022-09-30,50.97,6,343.91
2022-10-01,64.68,8,341.75
2022-10-02,3.68,1,320.68
2022-10-03,0,0,
2022-10-04,19.58,2,340.82
2022-10-05,6.66,3,303.99
2022-10-06,8.72,4,320.02
2022-10-07,0,0,
2022-10-08,3.51,1,326.03
2022-10-09,0,0,
2022-10-10,2.39,1,328.48
2022-10-11,3.03,1,308.13
2022-10-12,2.98,1,315.39
2022-10-13,7.08,2,323.63
2022-10-14,0,0,
2022-10-15,1.61,1,318.58
2022-10-16,0,0,
2022-10-17,11.71,2,344.33
2022-10-18,3.68,4,304.19
2022-10-19,0,0,
2022-10-20,0,0,
2022-10-21,0,0,
2022-10-22,0,0,
2022-10-23,0,0,
2022-10-24,0,0,
2022-10-25,6.52,2,328.66
2022-10-26,0,0,
2022-10-27,6.94,1,333.2
2022-10-28,0,0,
2022-10-29,54.78,8,344.17
2022-10-30,16.12,4,328.68
2022-10-31,15.26,2,332.74
2022-11-01,17.3,2,338.13
2022-11-02,4.61,2,312.47
2022-11-03,6.39,1,339.03
2022-11-04,8.22,1,345.15
2022-11-05,0,0,
2022-11-06,0,0,
2022-11-07,20.78,2,345.69
2022-11-08,0,0,
2022-11-09,0,0,
2022-11-10,0,0,
2022-11-11,0.57,1,304.09
2022-11-12,0,0,
2022-11-13,0,0,
2022-11-14,0,0,
2022-11-15,0,0,
2022-11-16,11.52,1,337.53
2022-11-17,0,0,
2022-11-18,0,0,
2022-11-19,0,0,
2022-11-20,11.98,1,337.53
2022-11-21,0,0,
2022-11-22,0,0,
2022-11-23,0,0,
2022-11-24,0,0,
2022-11-25,4.59,1,325.51
2022-11-26,0,0,
2022-11-27,0,0,
2022-11-28,20.1,6,340.55
2022-11-29,25.7,3,341.32
2022-11-30,9.99,2,326.53
2022-12-01,14.31,4,320.45
2022-12-02,3.67,1,330.29
2022-12-03,0,0,
2022-12-04,6.21,1,326.81
2022-12-05,0,0,
2022-12-06,0,0,
2022-12-07,0,0,
2022-12-08,0,0,
2022-12-09,0,0,
2022-12-10,0,0,
2022-12-11,4.8,2,312.19
2022-12-12,0,0,
2022-12-13,0,0,
2022-12-14,9.74,1,338.73
2022-12-15,7.48,1,330.61
2022-12-16,0,0,
2022-12-17,43.86,4,348.5
2022-12-18,18.35,4,348.74
2022-12-19,2.1,1,310.57
2022-12-20,0,0,
2022-12-21,0,0,
2022-12-22,0,0,
2022-12-23,0,0,
2022-12-24,0,0,
2022-12-25,0,0,
2022-12-26,0,0,
2022-12-27,0,0,
2022-12-28,0,0,
2022-12-29,0,0,
2022-12-30,0,0,
2022-12-31,0,0,
2023-01-01,1,1,300.34
2023-01-02,2.77,2,307.93
2023-01-03,4.45,2,318.03
2023-01-04,0,0,
2023-01-05,0,0,
2023-01-06,0,0,
2023-01-07,0,0,
2023-01-08,0,0,
2023-01-09,3.7,2,313.47
2023-01-10,0,0,
2023-01-11,6.75,2,331.36
2023-01-12,6.84,2,317.42
2023-01-13,53.79,6,339.94
2023-01-14,24.59,4,334.24
2023-01-15,0,0,
2023-01-16,2.42,2,308.42
2023-01-17,3.52,2,316.43
2023-01-18,0,0,
2023-01-19,0,0,
2023-01-20,0,0,
2023-01-21,0,0,
2023-01-22,0,0,
2023-01-23,0,0,
2023-01-24,0,0,
2023-01-25,6.46,2,332.73
2023-01-26,0,0,
2023-01-27,0,0,
2023-01-28,0,0,
2023-01-29,0,0,
2023-01-30,6.78,1,338.46
2023-01-31,0,0,
2023-02-01,6.14,2,331.14
2023-02-02,0,0,
2023-02-03,0,0,
2023-02-04,0,0,
2023-02-05,26.71,2,339.63
2023-02-06,22.43,3,337.46
2023-02-07,0,0,
2023-02-08,0,0,
2023-02-09,0,0,
2023-02-10,0,0,
2023-02-11,0,0,
2023-02-12,0,0,
2023-02-13,0,0,
2023-02-14,0,0,
2023-02-15,0,0,
2023-02-16,0,0,
2023-02-17,0,0,
2023-02-18,16.9,2,331.15
2023-02-19,0,0,
2023-02-20,0,0,
2023-02-21,0,0,
2023-02-22,0,0,
2023-02-23,0,0,
2023-02-24,0,0,
2023-02-25,0,0,
2023-02-26,0,0,
2023-02-27,0,0,
2023-02-28,0,0,
2023-03-01,0,0,
2023-03-02,0,0,
2023-03-03,0,0,
2023-03-04,0,0,
2023-03-05,0,0,
2023-03-06,0,0,
2023-03-07,14.23,1,332.72
2023-03-08,0,0,
2023-03-09,13.8,1,330.14
2023-03-10,0,0,
2023-03-11,0,0,
2023-03-12,0,0,
2023-03-13,0,0,
2023-03-14,0,0,
2023-03-15,0,0,
2023-03-16,0,0,
2023-03-17,59.44,7,335.57
2023-03-18,15.46,1,335.44
2023-03-19,0,0,
2023-03-20,22.77,2,331.01
2023-03-21,0,0,
2023-03-22,0,0,
2023-03-23,0,0,
2023-03-24,0,0,
2023-03-25,0,0,
2023-03-26,0,0,
2023-03-27,0,0,
2023-03-28,0,0,
2023-03-29,0,0,
2023-03-30,0,0,
2023-03-31,0,0,
2023-04-01,0,0,
2023-04-02,0,0,
2023-04-03,0,0,
2023-04-04,0,0,
2023-04-05,0,0,
2023-04-06,0,0,
2023-04-07,0,0,
2023-04-08,0,0,
2023-04-09,0,0,
2023-04-10,0,0,
2023-04-11,0,0,
2023-04-12,0,0,
2023-04-13,0,0,
2023-04-14,0,0,
2023-04-15,0,0,
2023-04-16,0,0,
2023-04-17,0,0,
2023-04-18,0,0,
2023-04-19,0,0,
2023-04-20,13.83,1,327.27
2023-04-21,0,0,
2023-04-22,0,0,
2023-04-23,0,0,
2023-04-24,0,0,
2023-04-25,0,0,
2023-04-26,0,0,
2023-04-27,0,0,
2023-04-28,0,0,
2023-04-29,0,0,
2023-04-30,0,0,
2023-05-01,33.61,4,328.8
2023-05-02,0,0,
2023-05-03,2.91,1,313.32
2023-05-04,26.09,2,329.96
2023-05-05,0,0,
2023-05-06,0,0,
2023-05-07,0,0,
2023-05-08,0,0,
2023-05-09,0,0,
2023-05-10,0,0,
2023-05-11,0,0,
2023-05-12,0,0,
2023-05-13,0,0,
2023-05-14,0,0,
2023-05-15,0,0,
2023-05-16,0,0,
2023-05-17,0,0,
2023-05-18,0,0,
2023-05-19,0,0,
2023-05-20,0,0,
2023-05-21,0,0,
2023-05-22,0,0,
2023-05-23,0,0,
2023-05-24,0,0,
2023-05-25,3.76,1,309.45
2023-05-26,0,0,
2023-05-27,0,0,
2023-05-28,0,0,
2023-05-29,10.68,1,334.89
2023-05-30,2.98,1,318.3
2023-05-31,0,0,
2023-06-01,20.73,2,334.23
2023-06-02,4.59,1,313.1
2023-06-03,0,0,
2023-06-04,3.17,1,311.32
2023-06-05,0,0,
2023-06-06,0,0,
2023-06-07,0,0,
2023-06-08,0,0,
2023-06-09,0,0,
2023-06-10,0,0,
2023-06-11,7.74,1,317.57
2023-06-12,0,0,
2023-06-13,0,0,
2023-06-14,0,0,
2023-06-15,0,0,
2023-06-16,0,0,
2023-06-17,0,0,
2023-06-18,3.84,1,313.35
2023-06-19,0,0,
2023-06-20,0,0,
2023-06-21,0,0,
2023-06-22,0,0,
2023-06-23,0,0,
2023-06-24,0,0,
2023-06-25,0,0,
2023-06-26,0,0,
2023-06-27,0,0,
2023-06-28,0,0,
2023-06-29,0,0,
2023-06-30,0,0,
2023-07-01,0,0,
2023-07-02,0,0,
2023-07-03,0,0,
2023-07-04,0,0,
2023-07-05,0,0,
2023-07-06,0,0,
2023-07-07,0,0,
2023-07-08,0,0,
2023-07-09,0,0,
2023-07-10,0,0,
2023-07-11,0,0,
2023-07-12,0,0,
2023-07-13,0,0,
2023-07-14,0,0,
2023-07-15,0,0,
2023-07-16,0,0,
2023-07-17,0,0,
2023-07-18,0,0,
2023-07-19,0,0,
2023-07-20,0,0,
2023-07-21,0,0,
2023-07-22,0,0,
2023-07-23,0,0,
2023-07-24,0,0,
2023-07-25,0,0,
2023-07-26,0,0,
2023-07-27,0,0,
2023-07-28,0,0,
2023-07-29,0,0,
2023-07-30,0,0,
2023-07-31,0,0,
2023-08-01,0,0,
2023-08-02,0,0,
2023-08-03,0,0,
2023-08-04,0,0,
2023-08-05,0,0,
2023-08-06,0,0,
2023-08-07,0,0,
2023-08-08,0,0,
2023-08-09,0,0,
2023-08-10,0,0,
2023-08-11,0,0,
2023-08-12,0,0,
2023-08-13,0,0,
2023-08-14,0,0,
2023-08-15,0,0,
2023-08-16,0,0,
2023-08-17,0,0,
2023-08-18,0,0,
2023-08-19,0,0,
2023-08-20,0,0,
2023-08-21,0,0,
2023-08-22,0,0,
2023-08-23,0,0,
2023-08-24,0,0,
2023-08-25,0,0,
2023-08-26,0,0,
2023-08-27,0,0,
2023-08-28,0,0,
2023-08-29,0,0,
2023-08-30,0,0,
2023-08-31,0,0,
2023-09-01,0,0,
2023-09-02,0,0,
2023-09-03,0,0,
2023-09-04,0,0,
2023-09-05,0,0,
2023-09-06,0,0,
2023-09-07,0,0,
2023-09-08,0,0,
2023-09-09,0,0,
2023-09-10,63.22,4,367
2023-09-11,30.5,3,345.94
2023-09-12,3.94,1,340.16
2023-09-13,4.1,2,310.62
2023-09-14,11.14,1,330.13
2023-09-15,17.8,3,336.12
2023-09-16,0,0,
2023-09-17,0,0,
2023-09-18,0,0,
2023-09-19,0,0,
2023-09-20,10.36,1,338.14
2023-09-21,0,0,
2023-09-22,0,0,
2023-09-23,0,0,
2023-09-24,2.92,1,314.31
2023-09-25,2.52,2,311.33
2023-09-26,3.15,1,313.02
2023-09-27,0,0,
2023-09-28,0,0,
2023-09-29,0,0,
2023-09-30,0,0,
2023-10-01,1.77,1,304.25
2023-10-02,0,0,
2023-10-03,0,0,
2023-10-04,0,0,
2023-10-05,5.06,2,311.88
2023-10-06,11.27,2,339.14
2023-10-07,0,0,
2023-10-08,14.59,2,333.32
2023-10-09,19.66,2,342.44
2023-10-10,3.28,1,315.35
2023-10-11,10.26,1,335.03
2023-10-12,13.86,2,333.44
2023-10-13,6.86,2,314.89
2023-10-14,13.86,1,341.95
2023-10-15,5.13,1,315.33
2023-10-16,2.27,1,314.19
2023-10-17,13.4,2,336.52
2023-10-18,3.88,2,311.37
2023-10-19,9.06,3,318.61
2023-10-20,12.65,4,316.27
2023-10-21,15.02,1,331.51
2023-10-22,13,1,340.16
2023-10-23,5.14,2,315.84
2023-10-24,29.59,5,335.57
2023-10-25,18.08,5,332.59
2023-10-26,4.3,2,315.23
2023-10-27,15.66,2,332.83
2023-10-28,14.48,2,341.52
2023-10-29,29.15,4,337.27
2023-10-30,19.2,3,338.91
2023-10-31,8.25,2,317.45
2023-11-01,14.46,1,336.09
2023-11-02,0,0,
2023-11-03,4.2,2,313.08
2023-11-04,28.6,2,340.11
2023-11-05,0,0,
2023-11-06,22.29,2,338.4
2023-11-07,17.6,2,344.63
2023-11-08,0,0,
2023-11-09,17.25,3,332.16
2023-11-10,21.32,4,338.84
2023-11-11,8.98,4,314.54
2023-11-12,45.48,4,341.08
2023-11-13,17.53,3,327.96
2023-11-14,0,0,
2023-11-15,0,0,
2023-11-16,0,0,
2023-11-17,0,0,
2023-11-18,18.63,2,349.09
2023-11-19,16.05,3,331.32
2023-11-20,10.96,1,337.69
2023-11-21,5.71,1,319.66
2023-11-22,0,0,
2023-11-23,0,0,
2023-11-24,0,0,
2023-11-25,0,0,
2023-11-26,1.28,1,297.66
2023-11-27,15.5,4,334.36
2023-11-28,10.58,1,346.82
2023-11-29,0,0,
2023-11-30,24.11,4,341.76
2023-12-01,0,0,
2023-12-02,0,0,
2023-12-03,0,0,
2023-12-04,0,0,
2023-12-05,28.24,3,346.98
2023-12-06,41.93,4,349.88
2023-12-07,0,0,
2023-12-08,18.28,2,341.04
2023-12-09,0,0,
2023-12-10,24.12,2,333.24
2023-12-11,26,2,342.99
2023-12-12,63.13,7,353.26
2023-12-13,73.11,10,351.81
2023-12-14,64.71,7,343.01
2023-12-15,35.82,4,347.1
2023-12-16,48.58,5,342.01
2023-12-17,13.38,1,336.48
2023-12-18,18.23,2,336.67
2023-12-19,2.41,1,304.74
2023-12-20,15.87,2,340.09
2023-12-21,0,0,
2023-12-22,17.34,1,331.26
2023-12-23,16.38,3,335.51
2023-12-24,2.67,1,319.61
2023-12-25,0,0,
2023-12-26,3.31,1,314
2023-12-27,17.88,1,325.99
2023-12-28,0,0,
2023-12-29,4.43,1,312.78
2023-12-30,0,0,
2023-12-31,0,0,
2024-01-01,0,0,
2024-01-02,0,0,
2024-01-03,0,0,
2024-01-04,0,0,
2024-01-05,0,0,
2024-01-06,0,0,
2024-01-07,0,0,
2024-01-08,0,0,
2024-01-09,0,0,
2024-01-10,0,0,
2024-01-11,0,0,
2024-01-12,0,0,
2024-01-13,0,0,
2024-01-14,0,0,
2024-01-15,0,0,
2024-01-16,0,0,
2024-01-17,0,0,
2024-01-18,0,0,
2024-01-19,0,0,
2024-01-20,0,0,
2024-01-21,0,0,
2024-01-22,0,0,
2024-01-23,0,0,
2024-01-24,0,0,
2024-01-25,0,0,
2024-01-26,0,0,
2024-01-27,0,0,
2024-01-28,0,0,
2024-01-29,3.56,1,307
2024-01-30,0,0,
2024-01-31,0,0,
2024-02-01,0,0,
2024-02-02,0,0,
2024-02-03,0,0,
2024-02-04,0,0,
2024-02-05,0,0,
2024-02-06,0,0,
2024-02-07,0,0,
2024-02-08,2.21,1,309.41
2024-02-09,3.19,1,317.77
2024-02-10,1.54,1,307.33
2024-02-11,36.68,6,338.16
2024-02-12,33.27,3,329.78
2024-02-13,17.46,3,336.03
2024-02-14,0,0,
2024-02-15,0,0,
2024-02-16,0,0,
2024-02-17,0,0,
2024-02-18,0,0,
2024-02-19,0,0,
2024-02-20,0,0,
2024-02-21,0,0,
2024-02-22,0,0,
2024-02-23,0,0,
2024-02-24,0,0,
2024-02-25,0,0,
2024-02-26,0,0,
2024-02-27,0,0,
2024-02-28,0,0,
2024-02-29,0,0,
2024-03-01,0,0,
2024-03-02,0,0,
2024-03-03,0,0,
2024-03-04,0,0,
2024-03-05,0,0,
2024-03-06,0,0,
2024-03-07,0,0,
2024-03-08,0,0,
2024-03-09,0,0,
2024-03-10,0,0,
2024-03-11,0,0,
2024-03-12,0,0,
2024-03-13,0,0,
2024-03-14,0,0,
2024-03-15,0,0,
2024-03-16,0,0,
2024-03-17,0,0,
2024-03-18,0,0,
2024-03-19,0,0,
2024-03-20,0,0,
2024-03-21,0,0,
2024-03-22,0,0,
2024-03-23,0,0,
2024-03-24,0,0,
2024-03-25,0,0,
2024-03-26,0,0,
2024-03-27,29.82,2,327.62
2024-03-28,0,0,
2024-03-29,0,0,
2024-03-30,0,0,
2024-03-31,0,0,
2024-04-01,0,0,
2024-04-02,0,0,
2024-04-03,0,0,
2024-04-04,0,0,
2024-04-05,0,0,
2024-04-06,0,0,
2024-04-07,0,0,
2024-04-08,0,0,
2024-04-09,0,0,
2024-04-10,0,0,
2024-04-11,0,0,
2024-04-12,0,0,
2024-04-13,0,0,
2024-04-14,0,0,
2024-04-15,0,0,
2024-04-16,0,0,
2024-04-17,0,0,
2024-04-18,0,0,
2024-04-19,0,0,
2024-04-20,0,0,
2024-04-21,0,0,
2024-04-22,0,0,
2024-04-23,0,0,
2024-04-24,0,0,
2024-04-25,0,0,
2024-04-26,0,0,
2024-04-27,0,0,
2024-04-28,0,0,
2024-04-29,0,0,
2024-04-30,0,0,
2024-05-01,0,0,
2024-05-02,0,0,
2024-05-03,0,0,
2024-05-04,0,0,
2024-05-05,0,0,
2024-05-06,0,0,
2024-05-07,0,0,
2024-05-08,0,0,
2024-05-09,0,0,
2024-05-10,0,0,
2024-05-11,0,0,
2024-05-12,0,0,
2024-05-13,0,0,
2024-05-14,0,0,
2024-05-15,0,0,
2024-05-16,0,0,
2024-05-17,0,0,
2024-05-18,0,0,
2024-05-19,0,0,
2024-05-20,0,0,
2024-05-21,0,0,
2024-05-22,0,0,
2024-05-23,0,0,
2024-05-24,0,0,
2024-05-25,0,0,
2024-05-26,0,0,
2024-05-27,0,0,
2024-05-28,0,0,
2024-05-29,0,0,
2024-05-30,0,0,
2024-05-31,0,0,
2024-06-01,0,0,
2024-06-02,0,0,
2024-06-03,0,0,
2024-06-04,0,0,
2024-06-05,0,0,
2024-06-06,0,0,
2024-06-07,0,0,
2024-06-08,0,0,
2024-06-09,0,0,
2024-06-10,0,0,
2024-06-11,0,0,
2024-06-12,0,0,
2024-06-13,0,0,
2024-06-14,0,0,
2024-06-15,0,0,
2024-06-16,0,0,
2024-06-17,0,0,
2024-06-18,0,0,
2024-06-19,0,0,
2024-06-20,0,0,
2024-06-21,0,0,
2024-06-22,0,0,
2024-06-23,0,0,
2024-06-24,0,0,
2024-06-25,0,0,
2024-06-26,0,0,
2024-06-27,0,0,
2024-06-28,0,0,
2024-06-29,0,0,
